id,label,prediction,statement
14550,0,0,"Says Florida Gov. Rick Scott ""just signed a bill that could make most of Florida's beaches private."
21012,1,0,"Gov. Tony Evers has ""only gotten one-third of the money meant for COVID relief out the door. He is sitting on $930 million in ARPA funds left unspent. In fact, he still has CARES Act money from two years ago."
9906,1,1,"More ""than 80 percent of sex trafficking victims in America are U.S. citizens."
17911,0,0,Chick-fil-A now open Sunday (Blacks only).
17064,0,0,I delivered on my campaign promise for a 10% tax cut for Wisconsin families.
12911,1,0,"[The Foundation for Individual Rights] is the recipient of donations from [DeVos] totaling about 25,000 bucks over four years."
20644,1,0,"Even after accounting for rising prices, the typical American family has more money in their pockets than they did last year."
21645,0,0,"An image shows that ""following his resignation, Boris Johnson has escaped to the sea."
4532,0,0,A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.
2132,1,0,"The United States is ""50th in life expectancy"" in the world."
11681,0,0,"Increasing the min. wage to $15 an hour would reduce spending on food stamps, public housing and other programs by over $7.6 billion a year."
6859,1,0,"Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check."
6248,1,0,"After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years."
20924,0,0,"Kendall Jenner edited a photo to look like she was holding a ""Black Lives Matter"" sign."
12813,1,0,"Under Obamacare, ""premiums have doubled and tripled"" in Wisconsin."
17953,0,0,"I would do press events in May, I would never be asked about coronavirus.''"
3237,0,0,"One of every two Wisconsin residents are ""on some kind of government handout."
5756,0,0,"Says Joe Kyrillos ""voted to raid the state's pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money."
11950,0,1,"Says Hillary Clinton ""savaged"" the dignity of people who accused Bill Clinton of sexual harassment or assault ""and shamed them."
18822,0,0,Joe Biden was called for Michigan even though Donald Trump won more votes.
19294,0,0,"Says Ted Cruz tweeted, ""I'll believe in climate change when Texas freezes over."
10961,1,1,Says income tax rates under Eisenhower were as high as 90 percent.
6863,0,0,"Says Virginia economic development officials ""decided they didn't want to bid on"" his company's electric automobile plant."
12827,1,0,Taxes for every New Yorker are lower today than when I started
7951,0,0,"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion."
14794,0,0,"Says Democratic Senators ""demand Supreme Court nominee not be unduly influenced by U.S. Constitution."
11,1,0,Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.
9502,1,1,The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states.
22659,0,0,"A photo shows birds that ""dropped dead"" in Kentucky after the train derailment in Ohio."
6196,0,0,"President Barack Obama has ""weakened the respect for America abroad."
16052,0,0,An app called Talking Angela asks children personal questions and takes their photo.
20823,0,0,The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.
17696,0,0,"A lot of people can get an additional $2,400"" from the CARES Act ""and they can do it every month!"
4854,0,0,What's clear is (Romney) likes firing people.
11323,1,1,"Says Donald Trump hired illegal workers ""from Poland and he had to pay a million dollars or so in a judgment."
8252,0,0,"The Foundation for Government Accountability, which supported a Florida law requiring drug testing of welfare recipients, is a ""Koch brothers affiliated group."
13978,1,0,Teachers spend $1.6 BILLION per year on school supplies. The Republican tax bill ELIMINATES their ability to deduct those expenses.
13740,0,0,We stopped traffic coming through -- 78 percent.
2973,1,0,"Last year, out of the 500,000 (in) population growth we had in the state of Texas, about 250,000 of the 500,000 came to Texas... from the other 49 states."
22410,0,0,Kirstie Alley faked her death.
9641,0,0,"Attorney general candidate Brad Schimel ""is in cahoots with Wisconsin Right to Life to make abortion a crime in Wisconsin."
11170,0,0,"Martin Luther King Jr. ""was a Republican."
3007,1,1,"Under Hosni Mubarak's rule, ""Egypt received more American dollars than any country besides Israel."
19793,0,0,The very first Republican convention after the Civil War was held in Virginia in a Black church.
4382,0,0,"Says El Paso was named America's ""Safest Large City"" a year after San Antonio, Houston and Dallas had the nation's highest crime rates."
6998,1,0,"More than 9,000 Rhode Island voters used the Moderate Party master lever mechanism and they didn't have a single Moderate on their ballot."
8446,1,0,"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped."
10668,0,0,I released all my emails.
10419,1,0,"ISIS reaches ""about 100 million people a day"" through social media."
8548,1,0,"Says President Barack Obama's approval rating ""gained 3 points in the last couple months."
21324,1,0,Ron Johnson pushed through a special tax loophole that benefited his own family's business … Then he cashed out of the company for $5 million … (he has) doubled his wealth since taking office.
8049,1,0,"Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery."
20879,0,0,The convoy in Canada has made the Guinness Book of World Records for the longest convoy.
15659,0,0,"In 2017, the CEO of McDonalds got paid $21.8 million. The median pay for a McDonald's worker that year was $7,000. This is a moral outrage. We need a $15 minimum wage so that no one is paid a poverty wage."
24,1,0,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically."
17050,0,0,"Says George Soros was an ""SS in the National Socialist German Workers Party. Nazi Party."
13292,0,0,Hate speech is not protected by the first amendment.
12267,1,0,"Chicago Public Schools ""lead the country in high school graduation of an urban school system,"" ""match the United States of America in kids graduating high school going on to a four-year college,"" and are ""producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains."
11883,1,0,"Says ""Michael Bennet votes for President Obama's agenda 98 percent of the time. Hardly independent, hardly bipartisan."
10561,0,0,"Under President Barack Obama, income levels and unemployment numbers ""are worse now than just about ever"" for African-Americans."
17889,0,0,Photo shows the BOK Center full with people during Donald Trump's Tulsa rally.
10107,0,0,"If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget."
4515,1,1,"Says some Wisconsin state employee contracts ""gave some employees $4 for bringing in their own lunch."
15066,0,0,"Says Joe Donnelly ""voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse."
16646,1,0,"Starting January 1, 2020, California will tax legal citizens if they don't have health insurance. Why? The state needs to come up with $98,000,000 to pay for free health insurance for illegal aliens."
13658,0,0,Kim Jong Un killed in (President Donald) Trump's overnight black op attack on North Korea.
14376,1,0,"Says that during the Supreme Court campaign, Michael Screnock has ""vowed to uphold the platform of the NRA."
17798,0,0,"Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people."
12367,1,0,"Says Patrick ""Murphy embellished, according to reports, his University of Miami academic achievement."
22806,1,1,Gun violence is the number one killer of children and teens — it has overtaken cars.
817,1,1,"Energy nominee Steven Chu has called coal ""his worst nightmare."
11871,1,0,"Says Donald Trump has said he loves war, ""including with nukes."
1428,0,0,"President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any."
11234,0,0,The American people will not support doing anything about people that are in this country illegally until the law is enforced first.
8677,0,0,"Says Gov. Scott Walker's repeal of a 2009 law has left Wisconsin as ""one of five states without an equal pay law protecting women from gender discrimination in their paycheck."
9070,0,0,"Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isn't even getting the money for that."
15891,0,0,"In the state rankings for ACT test scores, West Virginia ""is 30th. Which states are listed in the bottom? 15 states with charter schools."
8754,0,1,The average minimum wage worker is 35 years old.
23026,0,0,"FedNow is a new ""monetary system"" that's ""going to cost you."
3229,0,0,"Says it's a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death."
9265,1,0,"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs."
23352,0,0,There is no such thing as a trans kid.
15955,0,0,A PETA activist was taped to a tree after protesting a biker rally.
19090,0,0,"Says activists threatened his family and ""screamed threats, vandalized, and tried to pound open our door."
4259,1,0,"Under President Barack Obama's jobs bill, states would no longer have to lay off teachers, firefighters and police officers."
21513,0,0,"The man who killed the Uvalde, Texas, school shooter ""wasn't even an on-duty police officer."
6346,0,0,"Says Romney tax plan ""could take away middle-class deductions for child care, mortgages and college tuition."
2864,0,0,The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.
22551,0,0,Putin destroys adrenochrome lab in Ukraine.
4697,0,0,99% of NJ voters do NOT support hunting.
21519,0,0,Increased encounters at the southwest border in April 2022 compared to April 2020 are attributable to changes in border policy.
15699,0,0,"The word picnic is a ""racially insensitive word."
22110,0,0,The government is giving every household a $500 Walmart shopping credit to help with inflation.
107,0,0,"Another one he should veto is the SCHIP program, which he should say 'Take the C out of, because now it's for everybody, like every other entitlement program.'"
13660,1,0,The new tax will make soda sold in Chicago among the most expensive in the country.
7662,0,0,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an ""operational profit year after year."
19529,0,0,The tax deadline is April 18th. Do your taxes soon.
21358,0,0,"A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI."
7585,1,0,"We're importing about 10 percent of our milk supply. We're America's Dairyland, but yet we don't have enough milk in this state to meet the demand for our cheesemakers."
10566,1,0,"In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000."
9721,1,0,Our median income here in Providence is the same as the median income in Mississippi.
18151,0,0,A photo showing Ellen DeGeneres with a girl is evidence of a child sex-trafficking conspiracy.
2267,1,1,Says Ron Johnson's company got government loans and a grant to help expand his business
13038,1,0,Most of these mass shootings take place in (areas) where you're not allowed to have a concealed weapons permit.
3877,0,0,Under Gov. Rick Perry's leadership [Texas] has created more jobs over the last decade than the rest of the states combined.
595,1,1,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government."
22595,0,0,"More classified documents (were) found at the University of Delaware,"" the ""equivalent of a tractor trailer worth."
15264,0,0,"John Adcock and Republicans' plan for health care ""would get rid of coverage altogether for thousands of families and raise premiums on the rest of us."
962,0,0,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries."
17295,1,0,Says Bernie Sanders voted against the auto bailout
22755,0,0,Clinton ally mysteriously dies.
588,0,0,"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours."
9127,0,0,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.
10209,0,0,It's estimated that 40 percent of all the guns that are sold in the United States occur with no background records check.
10454,1,0,Florida has reduced its carbon emissions by 20 percent since 2005.
4831,1,0,"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better."
5469,0,0,Says President Barack Obama's parents were communists.
1283,1,1,Close to half of the folks in this country illegally entered legally (but) overstayed (their ) visas.
7437,1,1,"The problem of unwanted sexual contacts in the military ""is not just a woman's issue. More than half of the victims are men."
1571,0,0,"The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit."
2455,1,0,"Says he's so bipartisan that ""12 of my bills were signed into law by Democratic President Bill Clinton."
247,1,0,"You said you would vote against the Patriot Act, then you came to the Senate, you voted for it."
16727,1,0,160 million people like their private insurance.
13701,1,0,Ted Kaczynski has less restrictive confinement than the youth at Lincoln Hills.
20244,1,0,"California is moving folks out of encampments, into safe housing and getting them the mental health services they need."
6219,1,0,Says Milken Institute rated San Antonio as nation's top-performing local economy.
20715,1,0,"More people, aged 18-45, died of Fentanyl overdoses in 2020 than covid, car accidents, cancer, + suicide combined."
16884,0,0,Says a video shows Iranian rockets being launched toward U.S. airbases in Iraq.
20294,0,0,Says Canadian Prime Minister Justin Trudeau and wife Sophie faked their COVID-19 vaccinations on live television.
1153,0,0,"The Baucus health care bill ""could be used to ban guns in home self-defense."
5604,1,0,"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago."
6874,1,1,"The federal government owns 30 percent of the land in the 50 states, or about 650 million acres."
2598,1,1,"Members of Congress did not have three days to read the bill ""when the stimulus was rushed into law."
2786,1,1,"The Bush-era tax cuts failed to increase employment and ""work-force participation fell in 2001 and has never returned to the record level set in 2000."
187,1,0,The mayor said … 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.'
12257,1,0,"Says Arizona congressional candidate Christine Jones ""called Hillary Clinton 'a capable and respected leader,' and an 'effective' secretary of state. ... Hillary Clinton effective? Christine Jones thinks so."
3960,0,1,The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.
15284,0,0,"Says Claire McCaskill ""has had Chuck Schumer spend more dark money for her than for any senator in America. $16 million and counting!"
20601,0,0,Photo shows people recently protesting in Austria.
18544,0,0,AARP endorses Biden and gives financial support to Planned Parenthood.
1961,1,1,The Arizona law basically parrots the federal immigration law.
22607,0,0,"In Ukraine, 2,458 NATO soldiers and 234 NATO military trainers have died, some of whom are from the U.S."
13096,0,0,"Says U.S. Sen. Ron Johnson ""threatens citizens with arrest if they continue asking for a town hall."
18509,0,0,"Poll watchers in Philadelphia ""were thrown out."
13838,1,1,"While Mayor Rick Kriseman said he would dip into reserves this year because of Hurricane Irma, he ""went into the emergency reserves before Irma ever hit."
19132,0,0,Barack Obama was arrested.
1195,0,0,"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away."
23270,0,0,Video shows the city of San Diego displaying a flag supportive of pedophilia.
8326,1,0,Obamacare passed by just one vote in the Senate. It wouldn't have passed without Mark Warner's vote.
15419,1,1,#Broward elections department has a history of violating the law.
3362,1,1,Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.
11194,1,0,"Says U.S. Sen. Ron Johnson wants to put 100,000 troops, including 25,000 Americans, ""into the area where ISIS is."
10003,1,0,"When you have 8,000 veterans a year committing suicide, then you have a serious problem."
9482,0,0,The last time there was a sustained surge of confidence in government's competence was under Ronald Reagan.
20394,0,0,Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.
61,0,0,Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.
16821,1,1,"Says President Donald Trump ""has not given this Congress a single email, phone record or document."
18726,0,0,"Photo shows Joe Biden's license plate says ""THEBIGGUY."
3712,0,0,"By advocating new requirements for voters to show ID cards at the polls, Republicans ""want to literally drag us all the way back to Jim Crow laws."
22579,0,0,"Global warming is a ""fraud."
261,1,0,"I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country."
4975,0,0,"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market."
16725,0,0,"In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America."
6641,0,1,"Says Mitt Romney wants to ""get rid of Planned Parenthood."
11029,1,0,California has more kids in poverty ... than virtually any other state.
20592,1,1,You've had over 2 million women drop out of the workforce during this pandemic.
18054,0,0,"Says Tom Hanks was ""arrested in Australia for pedophilia."
5759,1,0,"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition."
3575,0,0,"Says judges are using Shariah law in Dearborn, Mich."
7442,1,0,"Says Madison Mayor Paul Soglin's stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees."
3899,0,0,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.
7112,1,1,"Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted."
15085,0,0,"Says Minnesota U.S. House candidate Joe Radinovich has ""spent his life running from the law, charged with 18 crimes."
20330,0,0,Millions have died from COVID injections.
16981,0,0,Says a video shows footage of the helicopter crash that killed Kobe Bryant.
18571,0,0,"As vice president, Kamala Harris would ""defund, dismantle, and dissolve police departments."
7935,1,0,"Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans."
17591,0,0,Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?
22333,0,0,"Maggie Hassan won ""1,100 votes from town with population under 700."
10487,1,0,"Says because of his actions, Wisconsin ""property taxes today are lower than they were four years ago."
19632,0,0,Says Joe Biden was the only world leader to wear a face mask during a video conference.
2057,1,0,"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending."
8655,1,1,Who will raising the minimum wage actually help? … More than half work full-time. The average worker is 35 years old.
12757,1,1,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct."
14567,1,1,"Under Rahm Emanuel, ""We've got tree trimmers making six figures."
1817,1,0,"Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook."
3008,0,0,Congressman Robert Hurt has a plan to cut education by 40 percent.
14572,0,0,"Says Beto O'Rourke had a ""resolution to legalize all narcotics--including heroin and other deadly opioids."
7743,0,0,Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.
203,1,0,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens."
17532,0,0,"Joe Diffie's death was labeled ""as a COVID-19 death and it wasn't!"
3241,1,0,"Says four-year terms for City Council members are ""the norm in most cities of our size."
2608,0,0,"Congressman Nye voted against a bill which would have defunded the $5-10 billion"" the IRS needed to implement  health care legislation."
2019,0,0,"A bill to cap carbon emissions ""could cost Ohio 100,000 jobs."
2520,1,1,More Texans have new jobs today than the entire population of Fort Worth.
19640,0,0,"Photo shows Facebook's ""community standards team."
3924,0,0,"Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it."
14560,0,0,"Says illegal immigration is ""costing us $130 billion a year to house and feed and give benefits to people that shouldn't be even in the country."
6189,1,1,"Says Sherrod Brown voted ""for the $1.17 trillion health care law that adds a new tax on Ohio manufacturers."
16722,0,0,Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.
10761,1,0,No openly gay man has ever been elected to the Georgia Legislature.
11815,1,1,"When a bill is sent to the governor's office, there is no option for changing it. You sign it or you don't sign it. While there was lots of conversation, there was really no opportunity for any sort of amending."
8554,0,0,"A ""real result"" of his term is Georgia having ""the lowest taxes per capita of any state."
15842,1,1,"Some patients who are on transplant lists for kidney or other organs are being dropped from the list simply because they are shown as a licensed card holder"" for medical marijuana."
17909,0,0,Of course I will always protect those with preexisting conditions. Always.
18178,0,0,"The FBI raided a ""Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine."
5659,1,1,"Says ""there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison."
1086,0,0,"Photo of ""tea party"" protests shows crowd sprawling from Capitol to Washington Monument"
18671,1,0,"Says Dan Forest wants to use tax dollars ""to help rich people send their kids to private school using vouchers."
22810,1,1,We have a national debt the size of our nation's economy for the first time since World War II.
13931,0,1,"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare."
15666,1,0,"By rubber-stamping the Bayer-Monsanto merger, the Justice Department is handing control over one quarter of the world's seeds and pesticides market to one ginormous agribusiness."
18427,0,0,"The man in a mugshot is ""responsible for lighting 32 of the wildfires"" on the West Coast."
4031,1,0,A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen.
225,1,1,"As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes."
4187,0,1,"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit."
7746,0,0,There's only one candidate under investigation -- Terry McAuliffe.
2358,0,0,"Jobs incentive program ""created over 1,200 high-wage jobs since 2009."
22881,0,0,"Video shows John F. Kennedy Jr. in a ""real presidential convoy."
11848,1,1,Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.
12709,0,0,I have tremendous support from women.
6119,1,0,"Under the president's plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare."
11649,1,0,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One."
11399,0,0,"Common Core is ""education through Washington D.C."
9759,0,0,There is no good data showing secondhand smoke kills people.
18407,0,0,Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography
7819,1,1,One out of 10 minimum-wage workers in the U.S. live in Texas.
22461,0,0,A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.
9738,0,0,"Says a man in Ferguson, Mo., was photographed holding a sign that said, ""No mother should have to fear for her son's life every time he robs a store."
13347,1,1,"When I became mayor of Los Angeles, we had a 44 percent (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left, after a number of reforms, we grew our graduation rate from 44 percent to 72."
16607,0,0,"The vast majority of Wisconsin students cannot even read, write, or do math at grade level."
9037,1,0,David Perdue said he'd raise taxes.
2322,0,0,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized."
5746,1,0,"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks."
1095,0,0,"Insurers delayed an Illinois man's treatment, ""and he died because of it."
21549,0,0,Says Barack Obama announced Joe Biden's death.
13229,0,0,"It is unusual"" for a White House official like former National Security Adviser Susan Rice to make unmasking requests."
22962,1,0,"Gov. Ron DeSantis signed ""a last-minute exception into an anti-discrimination law for anyone who also operates a theme park more than 25 acres in Florida,"" benefiting Walt Disney Co."
1652,1,0,"The Treaty of Tripoli signed by President John Adams was ""his outreach to Muslims."
15438,1,1,"Studies even show that when women go to Congress they get more things done - more bipartisan effort, more bills passed."
17284,0,0,"Says if you donate blood, ""they HAVE to test you"" for coronavirus."
4490,0,0,"Barack Obama is the ""First President to terminate America's ability to put a man in space."
14033,0,1,"The North Carolina bathroom bill ""was really never repealed."
19764,0,0,"The Moderna vaccine contains an ingredient that is ""for research use only, not meant for human or veterinary use."
9131,1,0,"Ninety percent"" of people living in Gaza ""don't have access even to water."
4670,1,0,"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke."
18367,0,0,"Photo shows ""some of the firefighters in California fighting fires 24/7 to save people's lives and property."
966,0,0,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq."
2007,0,0,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.
4782,1,1,Says Ron Paul doesn't believe in marriage licenses.
19926,0,0,"Funeral directors say ""no one is dying from COVID"" and ""the only ones dying are from the vaccine."
298,1,1,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent."
8059,0,0,"One of the ""main functions"" of the Department of Homeland Security's SAVE database is ""checking voter registration citizenship status."
19674,0,0,"Social media posts stated: ""Remember Kamala telling Joe during the debate, 'You will do whatever the Chinese tell you! They gave your son over a billion dollars.'"
17248,1,0,"If you look at California, if you look at people of color in general, African-Americans, Latinos, Asian-Americans, we won that big time. Big time. Not even close."
21579,0,0,Three mass shootings were meant to distract from Hillary Clinton controversies.
18878,0,0,Pennsylvania and Michigan didn't allow our poll watchers and/or vote observers to watch or observe.
16402,0,0,Popeyes manager arrested for allegedly dipping chicken in cocaine based flour to increase business sales.
414,1,0,"Barack Obama accepted $200,000 from executives and employees of oil companies."
15990,1,0,All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.
10337,0,0,"You don't have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun.  I have people tell me, 'Carbon dioxide warms the Earth.'  No, it doesn't.  The sun warms the Earth."
13090,0,0,"Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump."
17961,0,0,People are starting to enter ERs with fungal lung infections from wearing masks!!
6498,0,0,The tax burden on Virginia families was lower under Tim Kaine than under George Allen.
2532,0,0,"Since Rep. John Boccieri's election, ""Ohio has lost 600,000 jobs"" and his district's ""unemployment has doubled."
13281,0,0,"I have not called for impeachment"" of President Donald Trump."
8501,1,0,"The Redskins Training Camp deal ""generated $40 million in new private investment in the city."
12079,1,0,There are fewer people crossing (the southwest) border than in the last 30 years.
23373,0,0,"Former President Barack Obama ""removed 500,000 pedophiles from background check database."
8169,1,0,"Says Rep. Steve Stockman ""basically wants gun-filled zones in schools."
21820,0,0,Anne Heche was murdered by the illuminati because she was working on a movie about Jeffrey Epstein.
16625,0,0,"Says that in 1770 ""British parliament banned lipstick, saying it had the power to seduce men into marriage, which was classified as witchcraft."
14504,1,0,Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they've been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).
21467,0,0,"The World Health Assembly was canceled ""after the Geneva airport was coincidentally blown up."
19382,0,0,"When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in America."
7657,0,1,Says some Austin school district classrooms lack electrical outlets.
1388,1,0,One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).
15652,0,0,"Says Susana Mendoza is a supporter of the death penalty who could administer it herself and ""'...sleep like a baby at night…'"
23247,0,0,"The World Economic Forum ""wants to slaughter millions of pet cats and dogs to fight climate change."
21706,0,0,Images of Plymouth Rock prove sea levels are not rising.
15399,0,0,Three naked women in photo are campaigning for the Democrats.
12380,1,0,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't."
20065,0,0,"Photo shows the place where ""the Atlantic Ocean and the Pacific Ocean face each other without mixing."
6215,1,1,"The GOP platform that seeks further limits on abortion and is silent on an exception for rape ""has been there for more than 30 years."
22916,0,0,"Brain aneurysms are a ""serious and common COVID-19 mRNA vaccine injury in young people."
15214,0,0,Of course you've got a low unemployment rate when people've got to work two and three jobs just to make ends meet.
18112,0,0,"Says Herman Cain died of cancer, not COVID-19."
11256,1,0,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives."
7284,0,1,"U.S. Sen. Lindsey Graham says South Carolina ""has a labor shortage and wants more immigration."
10619,0,0,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps."
22838,0,0,Video shows a crowd erupting and Hillary Clinton crying during a committee hearing.
10050,0,0,"Said former U.S. Ambassador to Kenya Scott Gration ""was forced to resign two years ago because of his personal use of emails."
17012,1,1,"Cory Booker and all these people couldn't get any of the things that (Michael) Bloomberg's getting now"" with respect to DNC debate rules."
15241,0,0,"Says Ohio congressional candidate Danny O'Connor ""would make Columbus a sanctuary city for illegal immigrants."
9342,0,0,Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.
1648,1,1,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong."
11471,1,1,"(Since 1990) ""every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world."
19459,0,0,"Aluminum ""is in the vaccine"" and will hurt the brain."
16215,0,0,Voucher schools have increased property taxes by $1 billion since 2011
7683,0,0,"Says ""President Obama just granted all of Congress an exception"" to Obamacare."
3200,1,0,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down."
4021,1,0,The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.
14773,0,0,A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her.
10840,0,0,"From 2014 to 2015, Austin's ""murder rate is up a whopping 83 percent."
21440,0,0,Soldiers destroyed Russian tank with NLAW in ambush.
18334,0,0,"Says ""Kamala Harris is not able to be VP. Because she's a felon. She lied on her application to buy a gun here in CA."
