,Text,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
5406,trump say didnt tell flynn to discus sanction with russia but would have,0.0,0.0,0.0,0.0,3.0,13.0,13.0,12.0,1.0,0.0,2.0,0.0,5.0
5407,trump cerberus ceo offered service hope he not needed for intel review,0.0,0.0,0.0,0.0,5.0,12.0,12.0,9.0,3.0,0.0,2.0,0.0,4.0
5408,senior house democrat want briefing on flynn russian,0.0,0.0,0.0,0.0,5.0,8.0,8.0,5.0,3.0,0.0,1.0,0.0,2.0
5409,senate confirms mulvaney a trump budget director,0.0,0.0,0.0,0.0,3.0,7.0,7.0,4.0,3.0,0.0,1.0,0.0,2.0
5410,house to unveil obamacare bill after next week,0.0,0.0,0.0,0.0,2.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0
5411,trump supreme court nominee confirmation hearing to start march,0.0,0.0,0.0,2.0,4.0,9.0,9.0,5.0,3.0,1.0,3.0,0.0,6.0
5412,trump on twitter feb  stock market nyt fake news russsia,0.0,0.0,0.0,2.0,8.0,11.0,11.0,9.0,2.0,0.0,1.0,1.0,4.0
5413,it would be huge u border town confronts possible import tax,0.0,0.0,1.0,0.0,3.0,11.0,11.0,9.0,2.0,0.0,0.0,0.0,3.0
5414,epa staff told to prepare for trump executive order source,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,1.0,0.0,2.0
5415,meeting israel netanyahu trump back away from commitment to palestinian state,0.0,0.0,0.0,0.0,5.0,11.0,11.0,7.0,3.0,1.0,3.0,0.0,4.0
5416,republican senator collins opposes pruitt for epa chief,0.0,0.0,0.0,0.0,7.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0
5417,pences mission in europe clarify trump foreign policy vision,0.0,0.0,0.0,0.0,3.0,9.0,9.0,6.0,3.0,0.0,1.0,0.0,2.0
5418,key senate committee chairman want briefing on flynn,0.0,0.0,0.0,0.0,3.0,8.0,8.0,5.0,3.0,0.0,1.0,0.0,3.0
5419,u labor dept nominee puzder withdraws in blow to trump,0.0,0.0,0.0,0.0,6.0,10.0,10.0,8.0,2.0,0.0,1.0,1.0,3.0
5420,trump offer national security adviser post to vice admiral harward source,0.0,0.0,0.0,0.0,4.0,11.0,11.0,6.0,5.0,0.0,2.0,1.0,5.0
5421,the trump presidency on feb at pm est,0.0,0.0,0.0,5.0,6.0,8.0,8.0,7.0,1.0,0.0,1.0,0.0,2.0
5422,u senator launch probe if inappropriate trump campaign russia contact,0.0,0.0,0.0,0.0,5.0,10.0,10.0,6.0,3.0,1.0,1.0,1.0,4.0
5423,key u house democrat to push for expanded russia probe,0.0,0.0,0.0,0.0,6.0,10.0,10.0,8.0,2.0,0.0,0.0,0.0,1.0
5424,u lawmaker want say on any trump russia sanction move,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,3.0,0.0,7.0
5425,trump greets netanyahu with smile handshake and a jolt or two,0.0,0.0,0.0,0.0,2.0,11.0,11.0,9.0,2.0,0.0,2.0,1.0,5.0
5426,trump blast criminal leak by intelligence agency call flynn wonderful,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,2.0,1.0,3.0,3.0,8.0
5427,palestinian tell trump they are still committed to twostate solution,0.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,3.0,1.0,1.0,0.0,3.0
5428,netanyahu asks trump to recognize israeli sovereignty over golan height,0.0,0.0,0.0,0.0,5.0,10.0,10.0,6.0,3.0,1.0,1.0,0.0,3.0
5429,tillerson arrives in bonn amid question over u foreign policy,0.0,0.0,0.0,0.0,4.0,10.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0
5430,illinois governor raise prospect of tax hike in budget speech,0.0,0.0,0.0,0.0,1.0,10.0,10.0,7.0,3.0,0.0,1.0,0.0,1.0
5431,trump white house budget chief pick gain key senate backer,0.0,0.0,0.0,0.0,4.0,10.0,10.0,10.0,0.0,0.0,3.0,0.0,5.0
5432,illinois proposes state police hiring in effort to curb violence,0.0,0.0,0.0,0.0,1.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
5433,trump administration proposes stricter obamacare rule,0.0,0.0,0.0,0.0,2.0,6.0,6.0,2.0,3.0,1.0,1.0,0.0,2.0
5434,palestinian caution trump against abandoning twostate concept,0.0,0.0,0.0,0.0,2.0,7.0,7.0,1.0,5.0,1.0,1.0,1.0,3.0
5435,trump choice for national security adviser had early exposure to iran,0.0,0.0,0.0,0.0,2.0,11.0,11.0,7.0,4.0,0.0,2.0,0.0,3.0
5436,texas attorney general back trump in travel ban litigation,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,2.0,0.0,3.0
5437,u secretary tillerson kelly to visit mexico next week,0.0,0.0,0.0,0.0,5.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
5438,un chief say twostate mideast solution is the only way,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
5439,top senate democrat press trump administration amid call for probe,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,1.0,1.0,3.0,0.0,4.0
5440,asked about two state netanyahu say he want to focus on substance not label,0.0,0.0,0.0,0.0,2.0,14.0,14.0,12.0,2.0,0.0,1.0,0.0,2.0
5441,ny time say trump campaign had repeated contact with russian intelligence,0.0,0.0,0.0,0.0,5.0,11.0,11.0,6.0,4.0,1.0,2.0,0.0,3.0
5442,kremlin dismisses report of trump campaign contact with russian spy,0.0,0.0,0.0,0.0,3.0,10.0,10.0,5.0,5.0,0.0,1.0,0.0,2.0
5443,kremlin denies allegation it violated u missile treaty,0.0,0.0,0.0,0.0,3.0,8.0,8.0,4.0,4.0,0.0,0.0,1.0,2.0
5444,trump knew for week that aide wa being misleading over russia white house,0.0,0.0,0.0,0.0,4.0,13.0,13.0,12.0,1.0,0.0,2.0,1.0,7.0
5445,trump back middle east peace even if not tied to twostate solution,0.0,0.0,0.0,0.0,3.0,12.0,12.0,10.0,2.0,0.0,4.0,0.0,5.0
5446,factbox trump controversy michael flynn the travel ban and others,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,2.0,1.0,1.0,1.0,3.0
5447,republican senator start attack on u consumer financial watchdog,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,5.0,0.0,0.0,2.0,3.0
5448,ethic office urge white house to weigh disciplining conway,0.0,0.0,0.0,0.0,4.0,9.0,9.0,8.0,0.0,1.0,2.0,0.0,3.0
5449,trump handling of security information at maralago queried by house panel,0.0,0.0,0.0,0.0,4.0,11.0,11.0,6.0,4.0,1.0,2.0,0.0,3.0
5450,republican congress take on washington dc law to local outrage,0.0,0.0,0.0,0.0,5.0,10.0,10.0,6.0,4.0,0.0,0.0,1.0,2.0
5451,challenge to trump travel ban move forward in two court,0.0,0.0,0.0,0.0,2.0,10.0,10.0,8.0,2.0,0.0,2.0,1.0,6.0
5452,the trump presidency on feb at pm est gmt,0.0,0.0,0.0,9.0,11.0,9.0,9.0,8.0,1.0,0.0,1.0,0.0,2.0
5453,many u democrat skeptical on chance to reset netanyahu tie,0.0,0.0,0.0,0.0,5.0,10.0,10.0,7.0,3.0,0.0,0.0,1.0,2.0
5454,top u senate democrat want probe into detail surrounding flynn resignation,0.0,0.0,0.0,0.0,6.0,11.0,11.0,8.0,1.0,2.0,2.0,1.0,4.0
5455,fbi interviewed flynn in initial day of trump administration nyt,0.0,0.0,0.0,0.0,8.0,10.0,10.0,7.0,1.0,2.0,1.0,0.0,2.0
5456,u senate intelligence panel highly likely to probe flynn russia contact,0.0,0.0,0.0,0.0,5.0,11.0,11.0,9.0,1.0,1.0,1.0,0.0,2.0
5457,trump trust in flynn had been eroding white house spokesman,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,3.0,0.0,4.0
5458,u defense chief white house shakeup will not affect europe debut,0.0,0.0,0.0,0.0,5.0,11.0,11.0,9.0,2.0,0.0,3.0,0.0,5.0
5459,russian hope of thaw with trump dented after his top security adviser quits,0.0,0.0,0.0,0.0,2.0,13.0,13.0,10.0,3.0,0.0,4.0,0.0,6.0
5460,house democrat escalate effort to obtain trump tax return,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,1.0,0.0,2.0
5461,trump national security aide flynn resigns over russian contact,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,5.0,0.0,2.0,0.0,3.0
5462,key u republican flynn situation add momentum to russia probe,0.0,0.0,0.0,0.0,6.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,1.0
5463,exgoldman banker mnuchin installed a treasury secretary,0.0,0.0,0.0,0.0,4.0,7.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0
5464,ryan trump made right decision to seek flynn resignation,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,1.0,1.0,2.0,1.0,4.333333333333333
5465,russian mp say antirussian agenda likely forced flynn resignation,0.0,0.0,0.0,0.0,5.0,9.0,9.0,6.0,1.0,2.0,0.0,1.0,2.0
5466,u house intelligence chairman question leak behind flynn resignation cnn,0.0,0.0,0.0,0.0,8.0,10.0,10.0,6.0,2.0,2.0,1.0,2.0,3.0
5467,trump to speak with british prime minister may white house,0.0,0.0,0.0,0.0,5.0,10.0,10.0,8.0,2.0,0.0,3.0,0.0,5.0
5468,text of michael flynns letter resigning a national security adviser,0.0,0.0,0.0,0.0,3.0,10.0,10.0,5.0,5.0,0.0,1.0,0.0,1.0
5469,russian mp say flynn wa forced to resign to damage russiaus tie,0.0,0.0,0.0,0.0,7.0,11.0,12.0,10.0,2.0,0.0,0.0,1.0,1.0
5470,fed ha limited view on trump economic policy a yellen head to congress,0.0,0.0,0.0,0.0,4.0,13.0,13.0,10.0,3.0,0.0,1.0,1.0,5.0
5471,russian mp say flynn resignation may show white house turning antirussian,0.0,0.0,0.0,0.0,7.0,11.0,11.0,7.0,2.0,2.0,1.0,1.0,3.0
5472,roboadvisers shrug off u fiduciary rule hubbub,0.0,0.0,0.0,0.0,3.0,7.0,7.0,5.0,1.0,1.0,0.0,1.0,1.0
5473,u house tax panel will not seek trump tax return lawmaker,0.0,0.0,0.0,0.0,4.0,10.0,11.0,10.0,1.0,0.0,2.0,0.0,4.0
5474,trump national security adviser flynn resigns in controversy over russian contact,0.0,0.0,0.0,0.0,3.0,11.0,11.0,4.0,6.0,1.0,2.0,1.0,4.0
5475,u representative vote against dc assisted suicide law,0.0,0.0,0.0,0.0,5.0,8.0,8.0,4.0,3.0,1.0,0.0,2.0,2.0
5476,labor nominee puzder face uncertainty a confirmation hearing loom,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,2.0,2.0,0.0,0.0,0.0
5477,virginia judge issue new injunction against trump travel ban,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,1.0,1.0,3.0
5478,court likely to probe trump intent in issuing travel ban,0.0,0.0,0.0,0.0,2.0,10.0,10.0,9.0,1.0,0.0,2.0,0.0,6.0
5479,the trump presidency on feb at pm est,0.0,0.0,0.0,5.0,8.0,8.0,8.0,7.0,1.0,0.0,1.0,0.0,2.0
5480,senate confirms mnuchin a treasury secretary,0.0,0.0,0.0,0.0,3.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0
5481,seattle judge say trump travel ban case should continue during appeal,0.0,0.0,0.0,0.0,2.0,11.0,11.0,9.0,2.0,0.0,2.0,0.0,4.0
5482,trump expects only tweaking of trade relationship with canada,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,2.0,1.0,1.0,0.0,2.0
5483,trump evaluating national security adviser flynns situation white house,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,5.0,0.0,3.0,0.0,4.0
5484,burlington to drop ivanka trump brand online business insider,0.0,0.0,0.0,0.0,5.0,9.0,9.0,6.0,3.0,0.0,1.0,0.0,2.0
5485,kremlin say putintrump meeting possible before july,0.0,0.0,0.0,0.0,4.0,7.0,7.0,3.0,3.0,1.0,0.0,0.0,1.0
5486,trump aide say endorsement of ivankas brand wa lighthearted,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,1.0,2.0,3.0,0.0,6.0
5487,few good option in trump arsenal to counter defiant north korea,0.0,0.0,0.0,0.0,4.0,11.0,11.0,8.0,3.0,0.0,2.0,1.0,5.0
5488,white house official attack court after legal setback on immigration,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,2.0,1.0,2.0,1.0,4.0
5489,u will strengthen pacific ally against north korea hostility official,0.0,0.0,0.0,0.0,5.0,10.0,10.0,5.0,5.0,0.0,2.0,2.0,7.0
5490,trump administration official may be deposed over immigration order,0.0,0.0,0.0,0.0,1.0,9.0,9.0,5.0,2.0,2.0,1.0,0.0,2.0
5491,netanyahu pledge to promote responsible policy at trump meeting,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,3.0,1.0,3.0,0.0,5.0
5492,trump and japan abe take a swing at golf diplomacy,0.0,0.0,0.0,0.0,3.0,10.0,10.0,9.0,1.0,0.0,1.0,0.0,4.0
5493,protester face off a u abortion debate heat up,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,0.0,1.0,2.0
5494,trump say he will bring down the price of wall on mexico border,0.0,0.0,0.0,0.0,2.0,13.0,13.0,13.0,0.0,0.0,2.0,1.0,5.0
5495,trump say u committed to japan security in change from campaign rhetoric,0.0,0.0,0.0,0.0,4.0,12.0,12.0,8.0,4.0,0.0,2.0,1.0,4.0
5496,u japan first lady both unconventional yet pole apart,0.0,0.0,0.0,0.0,3.0,9.0,9.0,8.0,0.0,1.0,1.0,0.0,1.0
5497,abe optimistic about positive outcome to trade talk with trump,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,3.0,0.0,4.0
5498,iraq say will stay clear of usiran tension,0.0,0.0,0.0,0.0,4.0,8.0,8.0,6.0,2.0,0.0,2.0,1.0,4.0
5499,china get an early win off trump but many battle remain,0.0,0.0,0.0,0.0,2.0,11.0,11.0,11.0,0.0,0.0,1.0,1.0,3.0
5500,gere fault trump for blurring meaning of refugee and terrorist,0.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,4.0,0.0,1.0,1.0,4.0
5501,trump change tack back one china policy in call with xi,0.0,0.0,0.0,0.0,3.0,11.0,11.0,11.0,0.0,0.0,2.0,0.0,3.0
5502,new top u diplomat play central role in trump china shift,0.0,0.0,0.0,0.0,5.0,11.0,11.0,9.0,2.0,0.0,2.0,0.0,4.0
5503,trump weighs revised travel ban supreme court test still possible,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,3.0,0.0,8.0
5504,trump on twitter feb  japan nyt tom price,0.0,0.0,0.0,2.0,9.0,9.0,9.0,8.0,1.0,0.0,1.0,0.0,2.0
5505,election official asks trump for evidence of voter fraud,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,1.0,1.0,3.0
5506,the trump presidency on feb at pm est,0.0,0.0,0.0,5.0,6.0,8.0,8.0,7.0,1.0,0.0,1.0,0.0,2.0
5507,nobrainer or nono congress split on probing trump tax return,1.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,1.0,1.0,3.0
5508,skepticism over trump wall cost simmer among democrat border republican,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,1.0,2.0,6.0
5509,appeal court to weigh rehearing of trump travel ban,0.0,0.0,0.0,0.0,2.0,9.0,9.0,8.0,1.0,0.0,3.0,0.0,5.0
5510,in trump travel ban fight justice kennedy opinion loom large,0.0,0.0,0.0,4.0,4.0,10.0,10.0,7.0,3.0,0.0,2.6666666666666665,1.0,7.0
5511,senator question goldman sachs on it role in trump banking policy,0.0,0.0,0.0,0.0,4.0,11.0,11.0,7.0,4.0,0.0,1.0,0.0,2.0
5512,japan love of tiny car sore spot a trump abe meet,0.0,0.0,0.0,0.0,3.0,11.0,11.0,11.0,0.0,0.0,2.0,3.0,8.0
5513,eu mogherini u say will fully implement iran nuclear deal,0.0,0.0,0.0,0.0,6.0,10.0,10.0,7.0,3.0,0.0,2.0,0.0,4.0
5514,with eye on obamacare price take helm a u health secretary,0.0,0.0,0.0,0.0,5.0,11.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0
5515,trump say his administration committed to japan security,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,2.0,1.0,2.0,0.0,3.0
5516,trump nix abrams for no state department job source,0.0,0.0,0.0,1.0,5.0,9.0,9.0,8.0,1.0,0.0,1.0,1.0,4.0
5517,lebeoufs antitrump new york exhibit shuttered over safety concern,0.0,0.0,0.0,0.0,5.0,9.0,9.0,4.0,5.0,0.0,0.0,1.0,1.6666666666666667
5518,ethic review sought after trump adviser tout ivanka trump product,0.0,0.0,0.0,0.0,4.0,9.0,10.0,8.0,2.0,0.0,2.0,0.0,4.0
5519,trump say israel should be reasonable in peace process,0.0,0.0,0.0,0.0,2.0,9.0,9.0,7.0,2.0,0.0,3.0,0.0,5.0
5520,under armoursponsored athlete oppose ceo protrump comment,0.0,0.0,0.0,0.0,6.0,7.0,7.0,3.0,3.0,1.0,0.0,1.0,3.0
5521,trump blast retailer nordstrom raising new concern on business tie,0.0,0.0,0.0,0.0,2.0,10.0,10.0,5.0,5.0,0.0,1.0,2.0,4.666666666666667
5522,white house defends trump criticism of nordstrom for dropping ivanka clothing line,0.0,0.0,0.0,0.0,5.0,12.0,12.0,7.0,5.0,0.0,2.0,1.0,5.0
5523,nordstrom say decision to drop ivanka trump brand based on performance,0.0,0.0,0.0,0.0,3.0,11.0,11.0,8.0,2.0,1.0,1.0,0.0,2.0
5524,philadelphia prosecutor will not seek reelection after ethic fine,0.0,0.0,0.0,0.0,1.0,9.0,9.0,6.0,2.0,1.0,1.0,0.0,3.0
5525,putin say could meet trump in slovenia but choice not moscow alone,0.0,0.0,0.0,0.0,4.0,12.0,12.0,11.0,1.0,0.0,1.0,0.0,3.0
5526,japan say trumpxi call is positive for region spokesman,0.0,0.0,0.0,0.0,3.0,9.0,9.0,6.0,3.0,0.0,1.0,0.0,1.0
5527,iraqi pm in call with trump request end to travel ban,0.0,0.0,0.0,0.0,4.0,11.0,11.0,10.0,1.0,0.0,1.0,0.0,2.0
5528,taiwan say it aim to keep strong tie with u china,0.0,0.0,0.0,0.0,4.0,11.0,11.0,11.0,0.0,0.0,1.0,0.0,1.0
5529,timeline trump question then honor one china policy,0.0,0.0,1.0,0.0,3.0,8.0,8.0,6.0,2.0,0.0,2.0,0.0,3.333333333333333
5530,abe hope to avoid landing in rough in golf outing with trump,0.0,0.0,0.0,0.0,2.0,11.0,12.0,11.0,1.0,0.0,2.0,2.0,6.0
5531,trump speaks with afghan leader u commander call for more troop,0.0,0.0,0.0,0.0,4.0,11.0,11.0,10.0,1.0,0.0,1.0,0.0,2.0
5532,trump adviser discussed sanction with russian envoy washington post,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,5.0,0.0,2.0,0.0,4.0
5533,exclusive  trump border wall to cost  billion take year to build internal report,0.0,0.0,0.0,5.0,2.0,14.0,15.0,12.0,3.0,0.0,2.0,0.0,3.0
5534,trump reacting to u appeal court ruling tweet see you in court,0.0,0.0,1.0,0.0,16.0,11.0,12.0,11.0,1.0,0.0,4.0,0.0,7.0
5535,trump say appeal court decision on travel ban wa political,0.0,0.0,0.0,0.0,1.0,10.0,10.0,8.0,2.0,0.0,3.0,0.0,5.0
5536,trump dispute account of his supreme court nominee comment,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,5.0,0.0,3.0,1.0,9.0
5537,highlight the trump presidency on feb at pm est,0.0,0.0,0.0,4.0,9.0,9.0,9.0,7.0,2.0,0.0,2.0,0.0,4.0
5538,trump on twitter feb  u appeal court jeff session john mccain,0.0,0.0,0.0,1.0,10.0,12.0,12.0,10.0,2.0,0.0,3.0,0.0,5.0
5539,trump criticizes billion in spending on u air traffic control,0.0,0.0,0.0,0.0,3.0,10.0,10.0,5.0,5.0,0.0,1.0,0.0,4.0
5540,exclusive trump considers private equity feinberg for u intelligence review,0.0,0.0,0.0,0.0,5.0,10.0,10.0,5.0,4.0,1.0,3.0,0.0,4.0
5541,exclusive in call with putin trump denounced obamaera nuclear arm treaty  source,0.0,0.0,0.0,0.0,5.0,13.0,13.0,9.0,4.0,0.0,2.0,0.0,3.0
5542,trump add nuance to proisrael approach ahead of netanyahu visit,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,1.0,0.0,4.0
5543,trump vow phenomenal tax announcement offer no detail,0.0,0.0,0.0,0.0,1.0,8.0,8.0,6.0,1.0,1.0,3.0,0.0,6.0
5544,u senator denounce trump plan to focus counterextremism program on islam,0.0,0.0,0.0,0.0,4.0,11.0,11.0,7.0,3.0,1.0,1.0,1.0,4.0
5545,senator question kaleo  tag on opioid overdose treatment,0.0,0.0,0.0,4.0,2.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0
5546,court nominee wa not commenting on trump tweet white house,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,3.0,0.0,5.0
5547,trump to meet canada pm amid tension over trade immigration,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,1.0,1.0,1.0,1.0,3.0
5548,trump tax plan to help business working american white house,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,3.0,0.0,4.0
5549,session confirmed a u attorney general after battle with democrat,0.0,0.0,0.0,0.0,4.0,10.0,10.0,5.0,5.0,0.0,0.0,1.0,1.0
5550,trump say supreme court nominee comment misrepresented,0.0,0.0,0.0,0.0,3.0,7.0,7.0,3.0,3.0,1.0,3.0,0.0,7.0
5551,japan abe to propose new cabinet level talk with united state government official,0.0,0.0,0.0,0.0,4.0,13.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0
5552,trump opposes undermining japan control of disputed island u official,0.0,0.0,0.0,0.0,4.0,10.0,10.0,5.0,4.0,1.0,1.0,1.0,4.0
5553,nine republican senator urge trump to pursue tough russia policy,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,2.0,0.0,4.0
5554,labor nominee puzders company win discrimination trial delay a confirmation loom,0.0,0.0,0.0,0.0,2.0,11.0,11.0,6.0,3.0,2.0,0.0,2.0,2.0
5555,alabama attorney general named to jeff session senate seat,0.0,0.0,0.0,0.0,4.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0
5556,u senator want say on any trump russia sanction action,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,3.0,0.0,6.0
5557,trump order target cartel crime a attorney general sworn in,0.0,0.0,0.0,0.0,1.0,10.0,10.0,8.0,2.0,0.0,2.0,1.0,5.0
5558,longestserving justice on delaware supreme court to retire,0.0,0.0,0.0,0.0,4.0,8.0,8.0,4.0,3.0,1.0,3.0,1.0,6.0
5559,trump visit to britain could happen around june london police chief,0.0,0.0,0.0,0.0,4.0,11.0,11.0,10.0,1.0,0.0,1.0,0.0,3.0
5560,fighting travel ban is gamble for democratic official in trump state,0.0,0.0,0.0,0.0,3.0,11.0,11.0,8.0,3.0,0.0,2.0,1.0,4.0
5561,trump break ice with china xi in letter seeking constructive tie,0.0,0.0,0.0,0.0,3.0,11.0,11.0,9.0,1.0,1.0,2.0,1.0,4.0
5562,china say attache great importance to tie after receiving trump letter,0.0,0.0,0.0,0.0,2.0,11.0,11.0,8.0,3.0,0.0,3.0,0.0,5.0
5563,trump supreme court pick dispirited by president tweet,0.0,0.0,0.0,0.0,3.0,8.0,8.0,5.0,3.0,0.0,3.0,1.0,8.0
5564,trump aviation executive to discus infrastructure thursday source,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,3.0,1.0,1.0,0.0,2.0
5565,session role a u attorney general unsettles legalized pot industry,0.0,0.0,0.0,0.0,3.0,10.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0
5566,mexico central america to discus migration under trump ambassador,0.0,0.0,0.0,0.0,4.0,9.0,9.0,5.0,4.0,0.0,1.0,0.0,3.0
5567,canada foreign minister will oppose u border tariff,0.0,0.0,0.0,0.0,3.0,8.0,8.0,6.0,2.0,0.0,2.0,1.0,5.0
5568,the trump presidency on feb at pm est,0.0,0.0,0.0,4.0,8.0,8.0,8.0,7.0,1.0,0.0,1.0,0.0,2.0
5569,u high court nominee call trump attack on judiciary demoralizing,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,2.0,1.0,2.0,2.0,8.0
5570,white house plan directive targeting conflict mineral rule source,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,1.0,1.0,2.0
5571,hollywood move from word to action in trump era,0.0,0.0,0.0,0.0,2.0,9.0,9.0,8.0,1.0,0.0,1.0,0.0,3.0
5572,session confirmed a u attorney general after battle with democrat,0.0,0.0,0.0,0.0,4.0,10.0,10.0,5.0,5.0,0.0,0.0,1.0,1.0
5573,republican elder urge trump white house to adopt carbon tax,0.0,0.0,0.0,0.0,4.0,10.0,10.0,9.0,1.0,0.0,3.0,0.0,5.0
5574,court hearing on trump travel ban draw more than million listener,0.0,0.0,0.0,2.0,2.0,11.0,11.0,8.0,3.0,0.0,2.0,0.0,4.0
5575,driven from iraq by islamic state family struggle to make it to u,0.0,0.0,0.0,0.0,6.0,12.0,13.0,11.0,2.0,0.0,1.0,1.0,3.0
5576,top senate democrat say ha serious concern about court nominee gorsuch,0.0,0.0,0.0,0.0,4.0,11.0,11.0,6.0,5.0,0.0,2.0,2.0,6.666666666666667
5577,legal battle over travel ban pit trump power against his own word,0.0,0.0,0.0,0.0,2.0,12.0,12.0,11.0,1.0,0.0,1.0,2.0,5.0
5578,u state see favorable condition for gas tax hike,0.0,0.0,0.0,0.0,2.0,9.0,9.0,7.0,2.0,0.0,1.0,0.0,2.0
5579,u senate panel receives ethic filing for labor nominee puzder,0.0,0.0,0.0,0.0,5.0,10.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
5580,north carolina governor get initial win in fight over cabinet,0.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,4.0,0.0,0.0,1.0,1.0
5581,white house defends move to curb regulation,0.0,0.0,0.0,0.0,2.0,7.0,7.0,5.0,2.0,0.0,1.0,0.0,2.0
5582,robert f kennedy son announces run for illinois governor,0.0,0.0,0.0,0.0,4.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0
5583,trump spy chief to be member of cabinet white house,0.0,0.0,0.0,0.0,4.0,10.0,10.0,9.0,1.0,0.0,2.0,0.0,3.0
5584,u court ruling on trump travel ban will not come wednesday,0.0,0.0,0.0,0.0,5.0,11.0,11.0,10.0,1.0,0.0,3.0,0.0,6.0
5585,u house speaker say obamacare replacement will pas this year,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,2.0,1.0,1.0,0.0,2.0
5586,erdogan trump agree joint action against islamic state in syria turkish source,0.0,0.0,0.0,0.0,6.0,12.0,12.0,8.0,4.0,0.0,2.0,1.0,5.0
5587,trump defends immigration order say court so political,0.0,0.0,0.0,0.0,1.0,8.0,8.0,5.0,2.0,1.0,2.0,0.0,5.0
5588,trump on twitter feb  immigration sheriff tornado,0.0,0.0,0.0,1.0,5.0,8.0,8.0,4.0,3.0,1.0,1.0,0.0,2.0
5589,trump travel ban show u misunderstanding of antiterror duty chinese state medium,0.0,0.0,0.0,0.0,4.0,12.0,12.0,9.0,1.0,2.0,1.0,1.0,6.0
5590,trump accuser follows cosby playbook by pursuing defamation suit,0.0,0.0,0.0,0.0,2.0,9.0,9.0,4.0,5.0,0.0,2.0,1.0,5.0
