,Text,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
5321,the united state is rd in murder throughout the world if you remove chicago detroit washington st louis and new orleans the united state is then th out of country in the entire world,0.0,0.0,0.0,7.0,13.0,26.0,34.0,28.0,6.0,0.0,0.0,1.0,2.0
5322,the state legislature attempted to outlaw stem cell research pass bill about microchip in the brain and talk about seceding from the union,0.0,0.0,0.5,0.0,3.0,20.0,23.0,18.0,4.0,1.0,0.0,1.0,2.0
5323,a video show crowd shouting profanity at joe biden,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,0.0,1.0,3.0
5324,were no longer the wealthiest middle class in the world,0.0,0.0,0.0,0.0,1.0,9.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0
5325,the australia bushfires have nothing to do with climate change it wa arson,0.0,0.0,0.0,0.0,2.0,13.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0
5326,the new york police department used to have surveillance going on in and around mosque in new york city our mayor totally cut that out,0.0,0.0,0.5,0.0,9.0,22.0,25.0,22.0,2.0,1.0,0.0,1.0,1.0
5327,bennie thompson actively cheerled riot in the s,0.0,0.0,0.0,2.0,2.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0
5328,the primary financing mechanism of the affordable care act is a tax on wealthy people,0.0,0.0,0.0,0.0,4.0,14.0,15.0,10.0,5.0,0.0,3.0,0.0,4.0
5329,vern buchanan ha been completely exonerated in a federal election commission action,0.0,0.0,1.0,0.0,5.0,12.0,12.0,6.0,6.0,0.0,0.0,0.0,1.0
5330,it take quite a while on election day to load those ballot which is why we have the am or am ballot dumping in milwaukee,0.0,0.0,0.0,2.0,4.0,23.0,25.0,22.0,3.0,0.0,0.0,0.0,2.0
5331,the united state decided waterboarding wa torture back when we courtmartialed american soldier for waterboarding philippine insurgent in the philippine revolution,0.0,0.0,0.5,0.0,6.0,18.0,21.0,10.0,8.0,3.0,2.0,1.0,3.0
5332,the state budget ha gone up over percent under rick perry,0.0,0.0,0.0,2.0,3.0,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0
5333,the richest percent of america will get a bigger tax cut through this bill than the family income of the average family here in central texas,0.0,0.0,0.0,1.0,4.0,22.0,26.0,20.0,6.0,0.0,1.0,1.0,4.0
5334,say the democratic party took social security from the independent trust fund and put it into the general fund so that congress could spend it and eliminated the income tax deduction for social security fica withholding,0.0,0.0,1.5,0.0,14.0,28.0,36.0,27.0,7.0,2.0,5.0,0.0,7.0
5335,here are the stats per population we kill each other with gun at a rate x more than japan x more than france x more than israel,0.0,0.0,0.0,7.0,5.0,21.0,27.0,26.0,1.0,0.0,0.0,1.0,1.0
5336,in the case of a catastrophic event the atlantaarea office of the center for disease control and prevention will selfdestruct,0.0,0.0,0.0,0.0,6.0,17.0,20.0,14.0,3.0,3.0,1.0,2.0,5.0
5337,when pakistan erupted in crisis i spoke to musharraf before bush did,0.0,0.0,0.0,0.0,5.0,12.0,12.0,9.0,3.0,0.0,0.0,1.0,1.0
5338,fox news just announced that they will not air muellers testimony about his report which they claim exonerates trump,0.0,0.0,0.0,0.0,4.0,18.0,19.0,15.0,4.0,0.0,3.0,0.0,8.333333333333332
5339,charlie crist bizarrely vetoed  million for a teaching hospital at the university of florida despite having previously argued the budget request had merit,0.0,0.0,1.5,2.0,4.0,23.0,24.0,14.0,10.0,0.0,1.0,1.0,4.0
5340,roy barnes is like barack obama because theyre both doing a lot of apologizing,0.0,0.0,0.0,0.0,4.0,14.0,14.0,12.0,1.0,1.0,1.0,0.0,2.0
5341,say socrates said when the debate is lost slander becomes the tool of the loser,0.0,0.0,0.5,0.0,3.0,13.0,15.0,12.0,3.0,0.0,0.0,4.0,6.0
5342,face mask may raise risk of stillbirth testicular dysfunction and cognitive decline study warns,0.0,0.0,0.0,0.0,1.0,14.0,14.0,9.0,4.0,1.0,0.0,2.0,2.0
5343,we have state lobbyist that just lobby the legislature for money every year,0.0,0.0,0.0,2.0,2.0,13.0,13.0,11.0,1.0,1.0,1.0,0.0,1.3333333333333333
5344,facebook tried to shut down the campaign to recall california gov gavin newsom,0.0,0.0,1.0,0.0,5.0,12.0,13.0,10.0,3.0,0.0,0.0,1.0,1.0
5345,say a ted cruz ad ha got me bulldozing down a house i never bulldozed it down it false advertising,0.0,0.0,0.5,0.0,5.0,17.0,20.0,17.0,1.0,2.0,0.0,3.0,4.0
5346,photo show ukrainian farmer are slowly starting to build their own army,0.0,0.0,0.5,0.0,2.0,12.0,12.0,10.0,2.0,0.0,0.0,1.0,2.0
5347,african american are three to four time more likely to be arrested for drug crime and nine time more likely to be imprisoned,0.0,0.0,0.0,0.0,2.0,17.0,23.0,19.0,4.0,0.0,0.0,1.0,3.0
5348,u comedian kevin hart in critical condition after gory car crash,0.0,0.0,0.0,0.0,4.0,11.0,11.0,8.0,3.0,0.0,0.0,1.0,2.0
5349,video show a child telling jill biden to shut up during a speech,0.0,0.0,1.0,0.0,3.0,12.0,13.0,12.0,1.0,0.0,0.0,0.0,1.0
5350,say johnny depp died after being apprehended for threatening president donald trump life,0.0,0.0,0.0,0.0,6.0,13.0,13.0,10.0,1.0,2.0,1.0,1.0,3.0
5351,said republican made historic gain in state legislature during last month election,0.0,0.0,0.0,0.0,2.0,12.0,12.0,8.0,3.0,1.0,2.0,0.0,2.0
5352,it possible that noncitizen voter were responsible for obamas victory in north carolina,0.0,0.0,0.0,4.0,4.0,13.0,13.0,8.0,3.0,2.0,2.0,0.0,3.0
5353,say missouri democratic senate candidate jason kander is attending fancy dinner all over the country,0.0,0.0,0.5,0.0,6.0,15.0,15.0,10.0,5.0,0.0,2.0,0.0,3.0
5354,ive given the religious school in my budget more money than ever before in history,0.0,0.0,0.0,0.0,1.0,14.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0
5355,connie mack only real job in the real world wa a event coordinator for hooter,1.0,0.0,1.5,0.0,3.0,14.0,15.0,14.0,0.0,1.0,2.0,0.0,2.0
5356,bryce reef chaired a group bankrolled by a new york billionaire who fired hundred of virginia worker and sent their job to china,0.0,0.0,0.0,0.0,6.0,22.0,23.0,18.0,4.0,1.0,0.0,0.0,0.0
5357,video show pfizer lab in madrid on fire,0.0,0.0,0.5,0.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0
5358,in the s the biden crime bill added cop to america street a a result murder and violent crime rate went down eight year in a row,0.0,0.0,0.0,10.0,6.0,22.0,27.0,25.0,2.0,0.0,0.0,5.0,5.0
5359,obama administration kept illegal mexican kid in detention camp a experiment,0.0,0.0,0.0,0.0,2.0,11.0,11.0,6.0,4.0,1.0,1.0,1.0,3.0
5360,anheuserbusch ceo resigns after bud light partner with transgender social medium influencer dylan mulvaney,0.0,0.0,0.5,0.0,9.0,14.0,14.0,8.0,4.0,2.0,1.0,0.0,1.0
5361,christine grady is the head of nih,0.0,0.0,0.5,0.0,5.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0
5362,the social security trust fund is sound without anything being done it would function well into and even after that time with no change we could pay percent of the benefit that people have earned,0.0,0.0,0.0,6.0,4.0,33.0,35.0,29.0,6.0,0.0,6.0,0.0,8.0
5363,say bobby jindals parent used his birthright citizenship to become american making him an anchor baby,0.0,0.0,0.5,0.0,4.0,16.0,16.0,12.0,3.0,1.0,0.0,0.0,2.0
5364,the islamic state is so small it couldnt fill a double a ballpark in charleston w va,0.0,0.0,0.5,0.0,8.0,16.0,17.0,13.0,4.0,0.0,0.0,0.0,1.0
5365,hillary clinton ha third heart attack  doc say she wont survive,0.0,0.0,0.0,0.0,2.0,12.0,12.0,9.0,3.0,0.0,2.0,1.0,3.0
5366,the stimulus bill includes  for a sculpture garden in miami,0.0,0.0,0.5,6.0,2.0,11.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0
5367,alqaida operative have said hey we want you to use this loophole for purchasing gun despite being on a watch list to attack and kill american,0.0,0.0,0.0,0.0,4.0,25.0,26.0,20.0,6.0,0.0,1.0,4.0,8.0
5368,say evan jenkins ha the same position on the issue a joe manchin supporting hillary clinton supporting capandtrade supporting planned parenthood many tax increase,0.0,0.0,0.5,0.0,9.0,21.0,24.0,12.0,11.0,1.0,0.0,0.0,1.0
5369,sen marco rubio helped write the law to raise prescription price,0.0,0.0,0.5,0.0,3.0,11.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0
5370,a with people vaccinated against covid many people who were not vaccinated also experienced zero or mild symptom,0.0,0.0,0.5,2.0,9.0,16.0,18.0,13.0,4.0,1.0,2.0,2.0,4.0
5371,say a fox new chyron said the snicker candy bar is changing it texture because of cancel culture,0.0,0.0,0.5,0.0,4.0,18.0,18.0,13.0,5.0,0.0,0.0,1.0,1.0
5372,a texas law say that you cant shoot bear out of the second floor of a window,0.0,0.0,0.5,0.0,2.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0
5373,obama voted for and even sponsored amendment that were intended to kill the immigration overhaul legislation,0.0,0.0,0.5,0.0,1.0,16.0,16.0,10.0,4.0,2.0,1.0,1.0,2.0
5374,say patrick murphy support a gun ban on commonly owned semiautomatic firearm used for hunting recreational shooting and self defense,0.0,0.0,0.5,0.0,3.0,20.0,20.0,11.0,7.0,2.0,2.0,0.0,2.666666666666667
5375,this photo show headache treatment in s known a vibration therapy,0.0,0.0,0.5,4.0,1.0,11.0,11.0,7.0,4.0,0.0,0.0,1.0,2.0
5376,say there are fewer job in america today than when barack obama became president,0.0,0.0,0.5,0.0,4.0,14.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0
5377,every day four north carolinian die from a medication or drug overdose,0.0,0.0,0.0,0.0,3.0,12.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0
5378,so many of these people that commit the mass murder end up being democrat,0.0,0.0,0.0,0.0,2.0,14.0,14.0,13.0,1.0,0.0,0.0,1.0,2.0
5379,a video of mark zuckerberg show him talking about controlling billion of people stolen data to control the future,0.0,0.0,1.0,0.0,3.0,18.0,19.0,14.0,4.0,1.0,0.0,1.0,2.0
5380,the no cause of childhood death is preventable accident,0.0,0.0,0.0,1.0,2.0,9.0,9.0,6.0,2.0,1.0,0.0,1.0,1.0
5381,malia obama just got arrested buying cocaine,0.0,0.0,0.0,0.0,2.0,7.0,7.0,5.0,2.0,0.0,1.0,0.0,1.3333333333333333
5382,say hillary clinton wa completely exonerated when i wa in the white house by an official inquiry on whitewater,0.0,0.0,1.0,0.0,7.0,18.0,19.0,12.0,7.0,0.0,1.0,0.0,2.0
5383,one of the planned parenthood video show a fully formed fetus on the table it heart beating it leg kicking while someone say we have to keep it alive to harvest it brain,0.0,0.0,0.5,0.0,4.0,28.0,33.0,27.0,6.0,0.0,1.0,0.0,3.0
5384,say mitt romney once supported president obamas health care plan but now opposes it,0.0,0.0,0.0,0.0,5.0,14.0,14.0,11.0,3.0,0.0,1.0,0.0,1.0
5385,say weve accomplished balancing two budget without raising tax weve now created new privatesector job weve made government smaller,0.0,0.0,0.5,5.0,3.0,17.0,19.0,11.0,6.0,2.0,0.0,0.0,0.0
5386,in the day since it passage the economic stimulus ha saved or created nearly job,0.0,0.0,0.5,9.0,1.0,14.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0
5387,say that had everify been in place in florida when terrorist lived here we might have saved the life of american,0.0,0.0,0.5,7.0,5.0,20.0,21.0,17.0,4.0,0.0,0.5,0.0,1.5
5388,in bidens america million people illegally crossed the border and are given a free cellphone and airline ticket,0.0,0.0,0.0,1.0,3.0,17.0,18.0,12.0,6.0,0.0,1.0,1.0,2.0
5389,sen jim webb persists on negating sen mark warner vote,0.0,0.0,1.0,0.0,6.0,9.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
5390,photo show dr fauci melinda gate and barack obama at the wuhan lab in,0.0,0.0,0.5,4.0,9.0,14.0,14.0,13.0,1.0,0.0,0.0,0.0,1.0
5391,say gov chris christie proposal to reduce state income tax would be the second tax cut for the rich by the governor in two year,0.0,0.0,0.5,0.0,4.0,22.0,25.0,22.0,3.0,0.0,1.0,1.0,3.0
5392,in iran in the extremist hijacked the broadbased popular revolution against the shah and established a brutal theocracy,0.0,0.0,0.0,4.0,3.0,15.0,18.0,10.0,6.0,2.0,3.0,3.0,8.0
5393,say he would have almost twice the actual experience practicing law greg abbott did on becoming attorney general of texas,0.0,0.0,1.0,0.0,4.0,20.0,20.0,15.0,5.0,0.0,0.0,0.0,3.0
5394,russia ha an economy the size of italy,0.0,0.0,0.5,0.0,2.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0
5395,say republican state leader are using sovietstyle budget management,0.0,0.0,1.0,0.0,3.0,9.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0
5396,say rus feingolds campaign is powered by smalldollar contribution like ours,0.0,0.0,0.5,0.0,3.0,11.0,11.0,6.0,3.0,2.0,2.0,0.0,3.0
5397,current immigration policy imposes a much a  billion annually in net fiscal cost on u taxpayer,0.0,0.0,0.0,3.0,3.0,16.0,17.0,11.0,5.0,1.0,0.0,0.0,1.0
5398,im glad for the wording of it an ethic report on corporatesponsored congressional trip because clearly the wording exonerates me,0.0,0.0,0.0,0.0,2.0,18.0,20.0,13.0,5.0,2.0,2.0,0.0,4.0
5399,certainly were going to be the most restrictive state in the land  in term of who can get medical marijuana how it will be prescribed and how it will be achieved in term of moving it into the marketplace,0.0,0.0,0.0,0.0,1.0,28.0,40.0,33.0,5.0,2.0,3.0,1.0,10.0
5400,the legislature spent the last decade passing law deliberately making it even harder for people to access these critical support when they need it most exacerbating the problem with our alreadyoutdated system,0.0,0.0,0.0,0.0,2.0,29.0,32.0,24.0,4.0,4.0,2.0,2.6666666666666665,8.0
5401,none of the poll being conducted right now have u on the top line none of them it always trump and clinton and then second question third question if we were included in the top line a johnsontrumpclinton wed be at percent,0.0,0.0,0.0,2.0,9.0,34.0,42.0,35.0,6.0,1.0,4.0,0.0,5.333333333333333
5402,say donald trump promised to take care of everybody through governmentrun healthcare and the government going to pay for it,0.0,0.0,0.5,0.0,3.0,19.0,20.0,14.0,5.0,1.0,2.0,0.0,3.0
5403,say hillary clinton called the transpacific partnership the gold standard you called it the gold standard of trade deal you said it the finest deal youve ever seen,0.0,0.0,0.5,0.0,8.0,19.0,28.0,22.0,4.0,2.0,4.0,0.0,4.0
5404,video show sen john kennedy telling secretary of homeland security alejandro mayorkas you will be impeached,0.0,0.0,0.5,0.0,10.0,16.0,16.0,8.0,8.0,0.0,2.0,0.0,4.0
5405,plankton in the atlantic ocean is gone,0.0,0.0,0.0,2.0,3.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
5406,say north carolina moved from among the worst business ranking in the country to the top,0.0,0.0,0.5,2.0,3.0,14.0,16.0,12.0,4.0,0.0,1.0,1.0,3.0
5407,u department of homeland security ha told bank  in writing  it may inspect safe deposit box without warrant and seize any gold silver gun or other valuable it find inside those box,1.0,0.0,0.0,0.0,5.0,31.0,34.0,25.0,9.0,0.0,4.0,0.0,4.5
5408,st pete beach local version of amendment resulted in seemingly endless lawsuit that decimated the city legal budget and forced the city to raise the property tax rate,0.0,0.0,0.5,1.0,4.0,25.0,28.0,20.0,8.0,0.0,0.0,1.0,3.0
5409,suicide come from federal government largesse saying you are not worth anything but you are going to get something for nothing,0.0,0.0,0.5,0.0,1.0,19.0,21.0,14.0,7.0,0.0,1.0,1.0,3.0
5410,say nothing in obamas  billion request to address the child immigrant situation actually secures the border,0.0,0.0,1.5,2.0,2.0,16.0,17.0,9.0,8.0,0.0,0.0,0.0,2.0
5411,say at the state level were spending more on tax expenditure than we are on public safety health care and education combined,0.0,0.0,0.5,0.0,1.0,21.0,22.0,18.0,3.0,1.0,1.0,0.0,1.0
5412,we are making the largest investment in education in our nation history,0.0,0.0,0.0,0.0,1.0,11.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0
5413,black people are eight time more likely to be arrested than white people in madison,0.0,0.0,0.5,0.0,2.0,14.0,15.0,13.0,2.0,0.0,1.0,1.0,3.0
5414,the associated press called charlie crists attack over the top out of context and not true,0.0,0.0,2.5,0.0,5.0,15.0,16.0,13.0,3.0,0.0,3.0,1.0,5.0
5415,say in the last five year senate republican have placed a filibuster on every piece of legislation and every nominee,0.0,0.0,0.5,0.0,3.0,19.0,20.0,16.0,3.0,1.0,0.0,0.0,0.0
5416,phoenix arizona is the no kidnapping capital of the world,0.0,0.0,0.0,1.0,3.0,9.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0
5417,when asked by a reporter whether he at the center of a criminal scheme to violate campaign law gov scott walker nodded yes,0.0,0.0,1.0,0.0,4.0,22.0,23.0,18.0,5.0,0.0,1.0,3.0,6.0
5418,in fact there more state funding for education today than any other time,0.0,0.0,0.0,0.0,1.0,13.0,13.0,11.0,2.0,0.0,0.0,0.0,2.0
5419,million people the congressional budget office say wont have health insurance coverage under the senate health care bill dont exist,0.0,0.0,0.5,1.0,4.0,18.0,20.0,16.0,3.0,1.0,1.0,0.0,1.0
5420,say central texas river water sent to downstream rice farmer in equaled about three year worth of austin water use,0.0,0.0,0.0,4.0,4.0,19.0,20.0,17.0,3.0,0.0,1.0,0.0,3.0
5421,mark warner cast the tiebreaking vote to pas obamacare,0.0,0.0,1.0,0.0,3.0,9.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0
5422,hillary clinton said gun confiscation would be worth considering,0.0,0.0,0.5,0.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,0.0,3.0
5423,it wa hillary clinton who left american in harm way in benghazi and after four american fell said what difference at this point doe it make,1.0,0.0,0.0,0.0,7.0,23.0,26.0,20.0,6.0,0.0,0.0,2.0,6.0
5424,say saddam hussein said we cannot defeat america by the sword america must be defeated within their politics,0.0,0.0,0.5,0.0,6.0,17.0,18.0,13.0,5.0,0.0,0.0,1.0,3.0
5425,the mortality rate for the flu is right around that of the new coronavirus it right around,0.0,0.0,1.5,1.0,2.0,13.0,17.0,15.0,1.0,1.0,2.0,0.0,2.6666666666666665
5426,if the impeachment reach the house and pass to the senate and isnt passed the first term is nullified and trump can run two more term,0.0,0.0,0.0,0.0,2.0,20.0,26.0,24.0,1.0,1.0,1.0,0.0,2.0
5427,over the last four year the deficit ha gone up but percent of that is a a consequence of president george w bush policy and the recession,0.0,0.0,0.5,2.0,5.0,23.0,27.0,22.0,4.0,1.0,0.0,1.0,1.0
5428,big pharmaceutical pay off  they literally pay off  generic to keep the price and the competition off the market,0.0,0.0,0.0,0.0,1.0,15.0,21.0,17.0,2.0,2.0,0.0,0.0,1.0
5429,say mitt romney is using a million of his presidential campaign dollar to finance his utah senate race,0.0,0.0,0.5,0.0,5.0,17.0,18.0,14.0,3.0,1.0,0.0,0.0,0.0
5430,in the number of new business registration in west virginia grew nearly percent new business registered for the year this come off the heel of a percent increase in new business registration during,0.0,0.0,0.0,16.0,4.0,22.0,33.0,23.0,8.0,2.0,0.0,0.0,0.0
5431,one man wa actually killed during protest of police brutality in raleigh,0.0,0.0,0.5,4.0,2.0,12.0,12.0,8.0,4.0,0.0,0.0,2.0,6.0
5432,american have never paid more for gas at the pump,0.0,0.0,0.5,0.0,1.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0
5433,barack obama hasnt passed any bill,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
5434,say a photo taken in england show thousand of english trump supporter celebrating the president visit,0.0,0.0,1.0,0.0,4.0,16.0,16.0,10.0,5.0,1.0,2.0,0.0,5.0
5435,without the financial resource provided by hunter to protect habitat and stop poacher there would be no infrastructure for wildlife management,0.0,0.0,0.0,0.0,1.0,21.0,21.0,11.0,9.0,1.0,1.0,0.0,2.0
5436,i did very well with young people in ohio massachusetts california,0.0,0.0,0.0,0.0,4.0,11.0,11.0,9.0,1.0,1.0,1.0,0.0,2.0
5437,say bernie sander collaborated with marxist regime in the soviet union nicaragua and cuba,0.0,0.0,0.5,0.0,8.0,14.0,14.0,11.0,2.0,1.0,0.0,0.0,0.0
5438,say obama promised to cut the deficit in half,0.0,0.0,0.0,0.0,2.0,9.0,9.0,7.0,2.0,0.0,0.0,1.0,1.0
5439,audio is of the knocking they caught from the submarine that imploded on the way to view the titanic wreckage,0.0,0.0,1.0,0.0,2.0,17.0,20.0,15.0,5.0,0.0,0.0,0.0,2.0
5440,on most thing except witch trial virginia will always have been first,0.0,0.0,0.0,0.0,2.0,12.0,12.0,11.0,1.0,0.0,1.0,1.0,4.0
5441,unemployment ha fallen from percent during the president first year in office to percent today,0.0,0.0,0.0,4.0,1.0,14.0,15.0,11.0,3.0,1.0,0.0,0.0,0.0
5442,pfizer launch final study for covid drug thats suspiciously similar to horse paste ivermectin,0.0,0.0,0.5,0.0,6.0,14.0,14.0,11.0,2.0,1.0,0.0,1.0,2.0
5443,he the only candidate who balanced budget and brought job to providence,0.0,0.0,0.0,0.0,2.0,12.0,12.0,8.0,4.0,0.0,2.0,0.0,3.0
5444,during my tenure a governor wisconsin overall tax burden went down,0.0,0.0,0.0,0.0,6.0,11.0,11.0,8.0,3.0,0.0,0.0,2.0,3.0
5445,say mark hass raised your tax by  billion in a single day,0.0,0.0,0.5,1.0,3.0,13.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0
5446,if you shopped at walmart in you could be entitled to a  refund,1.0,0.0,0.0,7.0,2.0,13.0,14.0,11.0,3.0,0.0,0.0,0.0,1.0
5447,barack obama began his presidency with an apology tour,0.0,0.0,0.5,0.0,2.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
5448,video of man using an airquality monitor prof that people are not getting enough oxygen while wearing mask,0.0,0.0,1.0,0.0,1.0,18.0,18.0,14.0,3.0,1.0,0.0,0.0,1.0
5449,the city of austin ha removed seemingly any legal consequence to the action where the homeless lie sleep where they defecate,0.0,0.0,0.5,0.0,2.0,18.0,21.0,16.0,4.0,1.0,0.0,1.0,3.666666666666667
5450,say a immigration bill wa opposed by the league of united latin american citizen the largest latino organization in america the southern poverty law center called it guestworker program akin to slavery  and you know who voted with me on that one joe barack obama,1.0,0.0,0.5,4.0,17.0,44.0,46.0,34.0,9.0,3.0,0.0,1.0,4.0
5451,kid in cage in border facility are at capacity,0.0,0.0,1.0,3.0,1.0,8.0,9.0,7.0,2.0,0.0,1.0,0.0,2.0
5452,say hillary clinton want to increase the number of syrian refugee by percent,0.0,0.0,0.5,3.0,4.0,13.0,13.0,8.0,5.0,0.0,1.0,0.0,2.0
5453,say bernie sander ha said thing like woman get cancer from having too many orgasm or toddler should run around naked and touch each others genitals to insulate themselves from porn  he written about womens rape fantasy,0.0,0.0,0.5,0.0,4.0,37.0,38.0,32.0,6.0,0.0,2.0,2.0,8.0
5454,mike bloomberg owns more wealth than the bottom million american,0.0,0.0,0.0,3.0,3.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
5455,quote mark twain a saying of journalist that it is far better to fear the medium for they will steal your honor and describes them a a horde of ignorant selfcomplacent simpletons,0.0,0.0,2.5,0.0,3.0,29.0,32.0,27.0,3.0,2.0,3.0,4.0,10.833333333333332
5456,a defense bill includes language that would require military hospital to provide abortion on demand,0.0,0.0,0.5,0.0,1.0,15.0,15.0,7.0,8.0,0.0,1.0,0.0,3.333333333333333
5457,brendan doherty want to raise the eligibility age for social security benefit for anyone born after with no regard for the challenge it would cause for people working in physically demanding occupation,0.0,0.0,0.0,4.0,4.0,28.0,32.0,22.0,9.0,1.0,3.5,1.0,8.0
5458,say a drug test can be performed for just  or ,0.0,0.0,0.5,2.0,1.0,11.0,12.0,11.0,1.0,0.0,1.0,0.0,1.3333333333333333
5459,there is a real law in texas that say it illegal to own more than six dildo,0.0,0.0,0.0,0.0,2.0,17.0,17.0,16.0,1.0,0.0,1.0,1.0,2.0
5460,we were promised the stimulus would provide green job for american but of the  billion they spent on alternative energy went to purchase wind turbine built in china,1.0,0.0,0.0,3.0,3.0,28.0,29.0,21.0,7.0,1.0,0.0,0.0,1.0
5461,not one american flag on the massive stage at the democratic national convention until people started complaining then a small one pathetic,0.0,0.0,0.0,0.0,6.0,20.0,22.0,14.0,7.0,1.0,1.0,1.0,4.0
5462,on immigration what report say president barack obama plan to do is roughly on the same scale a what president george hw bush did,0.0,0.0,1.0,0.0,9.0,21.0,24.0,20.0,3.0,1.0,0.0,0.0,0.0
5463,say pete gallego canceled a planned meeting with the family of sandy hook victim,0.0,0.0,0.5,0.0,5.0,14.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0
5464,say king street patriot held a fundraiser featuring an author who belief that registering the poor to vote is unamerican,0.0,0.0,0.0,0.0,5.0,20.0,20.0,15.0,3.0,2.0,1.0,1.0,5.0
5465,while woman represent percent of the overall work force we only make up percent of stemrelated occupation,0.0,0.0,0.0,4.0,5.0,15.0,17.0,11.0,5.0,1.0,0.0,1.0,1.0
5466,say jeff foxworthy wrote a fence test for republican and democrat,0.0,0.0,0.0,0.0,5.0,11.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0
5467,the u spends cent on the dollar on defense,0.0,0.0,0.5,2.0,3.0,7.0,9.0,8.0,1.0,0.0,1.0,0.0,1.0
5468,under president barack obama weve got the lowest labor force participation in over three decade since,0.0,0.0,0.5,4.0,5.0,16.0,16.0,14.0,1.0,1.0,0.0,1.0,1.0
5469,million people in america make their living off ebay,0.0,0.0,0.0,2.0,2.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
5470,ted budd voted to cut medicare and social security and voted to raise the retirement age too,0.0,0.0,0.0,0.0,5.0,14.0,17.0,14.0,3.0,0.0,1.0,2.0,3.0
5471,say of flood of nonmexicans being apprehended at the border these are people that are coming from state like syria that have substantial connection back to terrorist regime and terrorist operation,0.0,0.0,0.5,0.0,4.0,27.0,31.0,24.0,4.0,3.0,3.0,0.0,4.0
5472,when he donald trump asked florida to have casino gambling we said no,0.0,0.0,0.0,0.0,4.0,13.0,13.0,11.0,2.0,0.0,1.0,0.0,2.0
5473,in texas school do not even have to teach sex education,0.0,0.0,0.0,0.0,2.0,11.0,11.0,10.0,1.0,0.0,1.0,0.0,1.0
5474,the film and tv industry support more than direct job and pay local worker more than  billion in wage in georgia,0.0,0.0,0.0,8.0,4.0,18.0,22.0,18.0,4.0,0.0,1.0,0.0,2.666666666666667
5475,rhode island treasurer gina raimondo raised the mortality rate from to and used a annuity chart to create the pension crisis,0.0,0.0,2.0,8.0,5.0,19.0,21.0,16.0,5.0,0.0,0.0,1.0,1.0
5476,savannah is home to the fastestgrowing port in the nation,0.0,0.0,0.5,0.0,1.0,9.0,10.0,8.0,1.0,1.0,1.0,0.0,1.0
5477,dwayne the rock johnson ha officially filed for the presidential campaign,0.0,0.0,0.0,4.0,11.0,10.0,11.0,7.0,3.0,1.0,0.0,0.0,0.0
5478,the biden family is so heavily invested in oil and energy in other country,0.0,0.0,0.0,0.0,2.0,13.0,14.0,11.0,3.0,0.0,0.0,1.0,3.0
5479,mccain used to buck his party on immigration by fighting for comprehensive reform but when he wa running for his party nomination he said that he wouldnt even support his own legislation if it came up for a vote,0.0,0.0,0.0,0.0,3.0,32.0,39.0,31.0,5.0,3.0,4.0,0.0,4.666666666666667
5480,pennsylvania judge allows ballot to count that are received up until november th,0.0,0.0,0.0,2.0,2.0,13.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0
5481,the mob in pa wa hired by the biden team to create fake ballot by the thousand,2.0,0.0,0.0,0.0,12.0,14.0,17.0,16.0,1.0,0.0,0.0,1.0,2.0
5482,in new york average college debt   per student,0.0,0.0,0.5,5.0,4.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
